YEAR MO DY HR MN   Hs   Tp   Dp    Depth   Ta    Pres   Wspd Wdir Temp   Temp  Cspd Cdir P
      UTC           m   sec  deg     m     sec    mB     m/s  deg Air(C) Sfc(C) m/s deg  f
2009 12 26 07 55  0.52 13.33  43           7.54                           27.7           1
2009 12 26 08 25  0.55 15.38  43           8.03                           27.7           1
2009 12 26 08 55  0.57 15.38  46           7.32                           27.7           1
2009 12 26 09 25  0.55 14.29  46           6.53                           27.7           1
2009 12 26 09 55  0.58 15.38  46           6.98                           27.7           1
2009 12 26 10 25  0.54 14.29  49           6.63                           27.7           1
2009 12 26 10 55  0.59 15.38  45           6.85                           27.7           1
2009 12 26 11 25  0.55 15.38  40           6.47                           27.7           1
2009 12 26 11 55  0.58 16.67  40           6.58                           27.7           1
2009 12 26 12 25  0.62 15.38  43           6.47                           27.7           1
2009 12 26 12 55  0.63 14.29  45           6.43                           27.7           1
2009 12 26 13 25  0.63 14.29  43           6.27                           27.7           1
2009 12 26 13 55  0.62 15.38  39           6.68                           27.7           1
2009 12 26 14 25  0.64 14.29  42           7.23                           27.8           1
2009 12 26 14 55  0.64 14.29  38           7.09                           27.8           1
2009 12 26 15 25  0.62 14.29  36           7.05                           27.8           1
2009 12 26 15 55  0.63 16.67  36           7.58                           28.0           1
2009 12 26 16 25  0.67 15.38  40           8.03                           28.0           1
2009 12 26 16 55  0.66 14.29  40           7.92                           28.1           1
2009 12 26 17 25  0.60 14.29  40           7.59                           28.1           1
2009 12 26 17 55  0.62 14.29  42           8.26                           28.2           1
2009 12 26 18 25  0.68 15.38  35           8.42                           28.2           1
2009 12 26 18 55  0.71 14.29  36           8.77                           28.2           1
2009 12 26 19 25  0.68 14.29  42           8.07                           28.1           1
2009 12 26 19 55  0.68 15.38  28           8.24                           28.0           1
2009 12 26 20 25  0.74 15.38  38           8.33                           28.0           1
2009 12 26 20 55  0.77 14.29  36           8.34                           27.9           1
2009 12 26 21 25  0.73 14.29  42           8.29                           27.8           1
2009 12 26 21 55  0.73 14.29  38           8.11                           27.8           1
2009 12 26 22 25  0.77 15.38  42           7.97                           27.8           1
2009 12 26 22 55  0.80 14.29  43           8.16                           27.8           1
2009 12 26 23 25  0.77 14.29  43           8.21                           27.8           1
2009 12 26 23 55  0.74 14.29  38           7.82                           27.8           1
2009 12 27 00 25  0.80 13.33  36           7.83                           27.8           1
2009 12 27 00 55  0.79 13.33  43           7.78                           27.8           1
2009 12 27 01 25  0.76 14.29  46           7.62                           27.8           1
2009 12 27 01 55  0.79 14.29  40           8.04                           27.8           1
2009 12 27 02 25  0.75 14.29  46           8.05                           27.8           1
2009 12 27 02 55  0.77 14.29  43           8.25                           27.8           1
2009 12 27 03 25  0.83 14.29  47           8.39                           27.8           1
2009 12 27 03 55  0.76 14.29  42           8.40                           27.8           1
2009 12 27 04 25  0.75 13.33  47           8.16                           27.8           1
2009 12 27 04 55  0.78 13.33  45           8.21                           27.8           1
2009 12 27 05 25  0.81 13.33  45           8.70                           27.8           1
2009 12 27 05 55  0.76 15.38  45           8.15                           27.9           1
2009 12 27 06 25  0.84 13.33  42           8.11                           27.8           1
2009 12 27 06 55  0.87 14.29  40           8.53                           27.8           1
2009 12 27 07 25  0.88 13.33  43           8.59                           27.8           1
2009 12 27 07 55  0.85  8.33  36           8.10                           27.8           1
2009 12 27 08 25  0.84 12.50  36           8.19                           27.8           1
2009 12 27 08 55  0.87 13.33  40           8.22                           27.8           1
2009 12 27 09 25  1.00 12.50  36           8.48                           27.8           1
2009 12 27 09 55  0.98 13.33  38           8.47                           27.8           1
2009 12 27 10 25  0.98 12.50  38           8.11                           27.8           1
2009 12 27 10 55  0.94 11.11  19           7.97                           27.8           1
2009 12 27 11 25  1.00 13.33  38           8.16                           27.8           1
2009 12 27 11 55  1.05  7.69  38           7.57                           27.8           1
2009 12 27 12 25  1.04 12.50  42           7.90                           27.8           1
2009 12 27 12 55  1.05 13.33  38           7.52                           27.8           1
2009 12 27 13 25  1.10  8.33  42           7.83                           27.8           1
2009 12 27 13 55  0.98  7.69  39           7.52                           27.8           1
